input,label,word_count
as the notes increase in pitch know the colour getting redder and redder and in my mind eye patch of red appears,0.0,22.0
the colour to music software has not yet been made available commercially and mr wong believes that several people would have to work together to make it viable,1.0,28.0
but he hopes that one day it can be developed to give blind people access to photographs and other images,0.0,20.0
xbox may be unveiled in summer,0.0,6.0
details of the next generation of microsoft xbox games console codenamed xenon will most likely be unveiled in may according to reports,1.0,22.0
it was widely expected that gamers would get sneak preview of xbox successor at the game developers conference gdc in march,1.0,21.0
but microsoft spokeswoman confirmed that it would not be at gdc,1.0,11.0
sony microsoft and nintendo are all expected to release their more powerful machines in the next 18 months,1.0,18.0
the next xbox console is expected to go on sale at the end of the year but very few details about it have been released,1.0,25.0
it is thought that the machine may be unveiled at the electronic entertainment expo e3 in los angeles which takes place in may according to reuters news agency report,0.0,29.0
e3 concentrates on showing off the latest in gaming to publishers marketers and retailers,0.0,14.0
the gdc is aimed more at game developers,0.0,8.0
microsoft chief bill gates used the gdc event to unveil the original xbox five years ago,1.0,16.0
since its launch microsoft has sold 19.9 million units worldwide,0.0,10.0
at the consumer electronics show earlier this year there was very little mention of the next generation gaming machine,1.0,19.0
in his keynote speech mr gates only referred to it as playing an essential part of his vision of the digital lifestyle,0.0,22.0
but the battle between the rival consoles to win gamers hearts and thumbs will be extremely hard-fought,0.0,17.0
sony has traditionally dominated the console market with its playstation,0.0,10.0
but earlier this year microsoft said it had reached european milestone selling five million consoles since its european launch in march 2002,1.0,22.0
hit games like halo which was released in november helped to buoy the sales figures,0.0,15.0
gamers are looking forward to the next generation of machines because they will have much more processing and graphical power,0.0,20.0
they are also likely to pack in more features and technologies that make them more central as entertainment and communications hubs,0.0,21.0
although details of playstation xenon and nintendo so-called revolution are yet to be finalised developers are already working on titles,0.0,20.0
